epoch,train_loss,val_loss,train_mean_ang,train_median_ang,train_p95_ang,train_p99_ang,train_max_ang,train_var_ang,val_mean_ang,val_median_ang,val_p95_ang,val_p99_ang,val_max_ang,val_var_ang
317,0.0004309770697727799,0.0021828139821688333,1.4151067,1.2313056,3.2888749,4.068344,5.6465297,0.83255637,2.7110796,1.6641009,9.1368065,11.265741,15.923687,8.253065
318,0.0004892981401644647,0.0020414205888907113,1.446054,1.2478812,3.2598343,5.1523347,9.390256,1.1366369,2.6818542,1.8913615,8.062083,12.396107,15.127151,7.334144
319,0.0004861578927375376,0.001953647161523501,1.4617374,1.2640846,3.0753913,4.590861,11.761672,1.0663505,2.6624718,1.7250199,8.192531,11.172336,15.00855,6.8879757
320,0.0004368268413236365,0.0020360369235277176,1.3727927,1.1584274,3.0717053,4.052867,10.529791,0.9951976,2.5960822,1.647538,8.033018,11.831632,15.871099,7.996871
321,0.0003968198026996106,0.0020737219601869583,1.3353357,1.114169,3.0456011,4.2734003,5.61974,0.82284516,2.7132277,1.7688937,7.2040744,12.030007,14.930757,7.082865
322,0.00044381798477843403,0.002106488992770513,1.4202127,1.1945212,3.2915516,4.7232804,5.9567394,0.8988055,2.6778216,1.6603785,8.168253,12.745693,15.041656,7.625431
323,0.0004144565761089325,0.0020081140100955963,1.3489119,1.1463712,3.2749963,4.3611465,6.694861,0.90713334,2.5819888,1.6284671,8.614537,11.938563,15.429753,7.772791
324,0.00035511114285327497,0.0020452930281559625,1.2874749,1.1324602,2.9004827,3.987746,5.218944,0.67847973,2.6587176,1.7044837,7.6153073,10.809071,14.702058,7.2900352
325,0.00035987010458484294,0.0020152125507593155,1.2982417,1.1078284,2.8109825,3.8964984,5.199083,0.6761682,2.573247,1.4191887,8.456065,11.961195,14.600863,7.803295
326,0.000357134526129812,0.0020004697144031525,1.28206,1.0903805,2.971054,3.840035,4.8958898,0.6865589,2.6310833,1.6171328,8.161803,11.395622,14.941939,7.222863
327,0.00034540449269115925,0.002060413360595703,1.2699515,1.0964652,2.7002077,3.9046443,5.9873967,0.6594952,2.6544857,1.7013545,7.917726,11.160175,15.350421,7.2625957
328,0.0004112704790895805,0.0019045602530241013,1.4176087,1.2854224,2.9148107,3.8240824,4.790519,0.699456,2.539529,1.5825374,7.6590567,9.892759,15.199846,6.778495
329,0.0003656160261016339,0.0019172485917806625,1.2909641,1.0982485,3.015683,3.9786325,5.3562074,0.7472755,2.5543633,1.7137086,8.48423,9.901347,14.672587,6.9947596
330,0.00034143160213716327,0.0020969820519288382,1.2521188,1.0447392,2.8108237,4.10584,4.8668733,0.68280274,2.7069545,1.627986,8.627848,11.057102,15.395894,7.6725273
331,0.000313942123320885,0.0019405701508124669,1.2120867,1.0202913,2.6972065,3.6815677,4.6045346,0.59882766,2.5139065,1.4843249,8.524339,11.362098,15.200705,7.792184
332,0.0003410870989318937,0.002004198729991913,1.2355139,1.0655106,2.7762272,3.9892578,5.3203077,0.7093029,2.5992713,1.6231499,8.208918,12.074647,16.779263,7.7879705
333,0.0003713015071116388,0.001911983514825503,1.2822348,1.0941428,3.172289,4.2796836,5.721561,0.78783673,2.5516448,1.554231,7.211896,11.424345,16.1603,7.210557
334,0.00036960823112167416,0.0021247311184803643,1.2740946,1.0781081,3.047443,3.8199344,5.180432,0.8000308,2.7219899,1.5804576,8.777199,10.994081,16.295712,8.016084
335,0.0003705903212539852,0.0021264366805553436,1.2884995,1.0961083,3.0309405,4.0818596,5.3697634,0.75800145,2.7178547,1.5479188,7.635146,10.935573,17.369642,7.657988
336,0.0003450531914131716,0.00197472982108593,1.266832,1.1009179,2.775605,4.06773,5.3524013,0.66975,2.6105547,1.600219,7.023236,11.758773,16.355936,7.1673136
337,0.0003473346284590662,0.002216245358188947,1.2575318,1.0535057,2.87239,4.069072,6.633238,0.70362025,2.7990756,1.5657823,8.364164,11.261858,15.663958,7.8592043
338,0.0003079558338504285,0.0018627246220906575,1.2030373,1.0882249,2.6109211,3.5734837,5.0710316,0.5838243,2.5710268,1.5611444,7.3713264,11.234519,16.666534,6.7976794
339,0.00028534610755741595,0.0019374812642733257,1.1809511,1.0518327,2.4666357,2.938787,4.2164,0.48076314,2.5735867,1.6010706,8.326923,11.05855,15.182668,7.1982617
340,0.0003209528676234186,0.001840151846408844,1.1939999,0.99701107,2.7780392,3.8380265,4.7921143,0.68256986,2.5438802,1.6612217,7.417363,11.240343,16.35682,6.6385264
341,0.0008608706435188651,0.002296644573410352,1.835325,1.4580394,4.406253,6.643669,14.549524,2.2826269,3.0564299,2.3498526,7.86644,11.341521,15.089663,6.6338143
342,0.0008958852896466851,0.002480731656153997,2.0299048,1.8194065,4.2623563,6.207988,10.004686,1.7592841,2.944723,1.527003,8.339982,12.485807,15.094006,8.91411
343,0.0008836647309362889,0.002137018988529841,1.978412,1.651853,4.59262,6.8793716,8.332321,1.8905617,2.950547,2.261382,7.780559,11.30228,16.34537,6.893868
344,0.0010681547573767602,0.0022051880757013955,1.8882887,1.5081794,4.044623,7.852064,28.233393,3.5155847,2.6133246,1.4321605,8.570645,13.177916,16.710976,8.613899
345,0.0010843495465815067,0.002189803868532181,1.8619893,1.4765775,4.315189,6.253281,25.570036,3.7099314,2.8648632,1.930277,9.484637,10.97367,14.790207,7.5337453
346,0.0008145904773846269,0.002073789636294047,1.7857304,1.5208422,3.7684956,6.0585237,19.936537,2.1461363,2.8359692,2.1601105,7.312454,11.32561,13.466754,6.5495443
347,0.0006123953149653971,0.0019456110894680023,1.5513741,1.2146648,3.6095698,5.626697,12.310121,1.6271081,2.675172,1.8312285,8.015263,12.005979,12.553046,6.802253
348,0.0006025525135919451,0.002262881025671959,1.4304651,1.1582584,3.3860967,5.039379,21.37887,1.9281718,2.7739203,1.6761937,8.077524,13.52799,15.7375555,8.611906
349,0.0008899374201428146,0.0018195143590370815,1.6047425,1.3252987,3.3443358,5.0992637,28.847418,3.3410985,2.4397304,1.5195634,8.01005,11.132315,16.308607,7.204544
350,0.0007404884370043874,0.002486196036140124,1.6295851,1.3653004,3.6523728,6.348209,20.152693,2.2199743,2.8706026,1.7610761,8.697543,12.518818,16.198341,9.233083
351,0.0007369931053835899,0.002351167301336924,1.6062666,1.3396908,3.442742,5.9841094,23.159195,2.2931283,2.8733525,1.687812,7.702848,13.763723,16.400093,8.633884
352,0.0007119861256796867,0.002227191502849261,1.6315892,1.3772875,3.334853,5.7771425,20.150223,2.0399168,2.7538953,1.6770293,7.3941226,13.238986,16.192806,8.090007
353,0.0005673786089755594,0.002352419619758924,1.480817,1.2093368,3.6008253,4.8043227,16.00727,1.5434572,2.7180173,1.5619705,7.7461405,14.666737,18.050001,9.444596
354,0.0005493499804288149,0.0022484411795934043,1.4665794,1.2151481,3.4738739,4.3403893,13.471768,1.4674911,2.7352376,1.6808809,8.945925,14.561372,15.946252,8.767135
355,0.0006127882923465222,0.002407494311531385,1.5664197,1.2826792,3.602814,6.0472302,11.011256,1.5835443,2.977672,2.0470967,8.481732,13.408248,16.328444,8.257701
356,0.0006085722951684147,0.0021793742974599204,1.4684888,1.1899254,3.3569674,4.7070494,17.4612,1.8591908,2.7668269,1.6807524,7.8708096,12.658147,15.213945,8.140602
357,0.000580811764812097,0.0022571999579668045,1.5012853,1.2351139,3.2905703,4.415548,17.678122,1.5805409,2.703917,1.5901783,7.921905,13.502818,16.107908,8.767055
358,0.0005963179701939226,0.0023469912509123483,1.6596532,1.3957764,3.8326592,4.8764005,6.132452,1.1609461,2.8731241,1.7771261,8.084149,13.966261,16.375715,8.458875
359,0.0004321185103617609,0.0021914622435967126,1.3902292,1.215309,2.8802335,4.5012393,8.021254,0.9147392,2.6821992,1.3998816,7.4064503,13.933231,16.457811,8.488579
360,0.00035468557733111085,0.0021165565898021064,1.2942077,1.1412387,2.7643778,3.618666,6.000315,0.6571008,2.678657,1.4518434,7.516173,13.519669,16.59378,8.236029
361,0.0002982511324808002,0.002142755314707756,1.1890906,1.0438024,2.6806095,3.4402792,3.8194675,0.541386,2.7105107,1.5812682,8.199605,12.7739525,16.941854,8.313148
362,0.00027271936764009295,0.0020946084211270013,1.1116695,0.923233,2.579314,3.4733648,4.490215,0.5535008,2.5922024,1.4368697,7.568137,12.702054,16.503016,8.408109
363,0.0002940968261100352,0.0020465167860190072,1.1397407,0.9598115,2.6000504,3.990058,5.3634467,0.6302657,2.6012712,1.5865387,7.6475744,12.821195,16.561317,8.042946
364,0.00028522042208351195,0.002094517151514689,1.1300044,0.9460534,2.7402537,3.586259,4.243117,0.5893067,2.7636178,1.7926476,7.6630464,12.174274,15.649948,7.6422963
365,0.0003052704501897097,0.001953821008404096,1.1961447,1.0279343,2.6319227,3.7507179,5.0445743,0.5639228,2.5369077,1.6633049,7.0573807,12.621987,16.057945,7.634635
366,0.00029773687012493613,0.0021964311599731445,1.1527919,0.923233,2.834704,3.6081984,4.2761755,0.62814236,2.8695576,1.9673618,7.41891,12.891902,15.775424,7.7003775
367,0.0002694386709481478,0.0021743296335140863,1.1130433,0.9669208,2.5071754,3.500563,3.7735636,0.53135514,2.7409453,1.6193883,7.684375,11.999447,15.9981785,7.734522
368,0.00027771273511461913,0.0019970803211132684,1.1533638,1.0415503,2.3596582,3.6326218,4.8112893,0.49999392,2.6119268,1.5718399,7.442634,12.484973,15.797053,7.5650954
369,0.00024481124652083966,0.0020275401572386422,1.071089,0.9454327,2.4927104,3.2208998,4.380611,0.46357396,2.6114054,1.4893467,7.8943925,12.590718,15.472964,7.800822
370,0.00024130626465193928,0.0021512353171904883,1.0331613,0.86048305,2.5618105,3.59678,4.2681527,0.5150384,2.6714752,1.5427492,7.8800616,13.1457615,17.001898,8.138378
371,0.00024777560320217163,0.0021502586702505746,1.074359,0.9679321,2.4084203,3.1483428,5.1217017,0.47619843,2.7410839,1.6431559,8.228581,12.171196,16.413176,8.051062
372,0.00024100945563986897,0.0019733160734176636,1.0266536,0.8372002,2.399912,3.4631994,4.5235925,0.5298405,2.5253797,1.5512261,8.488587,12.538587,15.750747,7.879601
373,0.00023081597231794148,0.002037146439154943,1.0033307,0.79868394,2.465421,3.3474123,4.9726386,0.5140139,2.6362333,1.5351405,7.8511634,11.820545,14.2817955,7.585757
374,0.00032017713645473124,0.002057379732529322,1.1879514,1.0139426,2.8905175,3.782211,5.5460224,0.6850395,2.5964007,1.3423574,7.8010106,13.326453,16.258928,8.124738
375,0.0002651525236433372,0.0020117610692977905,1.0878066,0.90784436,2.4021287,3.929037,5.3314924,0.5624191,2.633449,1.6036906,7.594778,12.428215,15.715368,7.600285
376,0.0002769240509951487,0.0020191135505835214,1.1171837,0.9479131,2.4422321,3.6839268,4.6387386,0.57510066,2.626514,1.7045181,7.6469407,12.027166,15.055755,7.387449
377,0.00031955062237102536,0.002133109296361605,1.1644654,0.9341894,2.7932663,4.2954273,5.5955553,0.7466203,2.7734294,1.8638808,8.347903,11.943554,14.960961,7.5743423
378,0.00029132902680430563,0.0022570528090000153,1.1358721,0.9536758,2.5387661,4.308411,5.0314684,0.62648094,2.8043873,1.6667134,7.619061,12.850321,16.377314,8.005903
379,0.00037788133253343405,0.0020069188127915063,1.2929978,1.0802839,2.8317997,3.9148173,7.03542,0.81565297,2.6403348,1.6977298,9.31077,11.511151,14.030993,7.4900427
380,0.0003299918427364901,0.002125085641940435,1.1681186,0.93669957,2.7005444,4.768303,8.007267,0.81087524,2.7140317,1.8481145,8.385776,11.70064,15.648999,7.982316
381,0.00025953831616789104,0.002093185360232989,1.0948137,0.91749245,2.4844906,3.2048223,4.3716593,0.50425184,2.6147592,1.5400221,7.884584,12.621182,17.120543,8.367433
382,0.00029063463327474895,0.0021722068389256797,1.1712161,1.032493,2.384224,3.4096398,4.5209937,0.5290315,2.7266095,1.6452518,7.7428136,12.364441,15.129283,8.144579
383,0.00028877078322693707,0.0019194843868414562,1.1277884,0.9039563,2.7197676,3.35332,4.346543,0.62604845,2.5025928,1.5765665,7.794849,12.815316,16.083136,7.3531575
384,0.0002780771255493164,0.0021164591113726297,1.140219,0.95940375,2.512278,3.3236487,4.002033,0.5212819,2.7518873,1.7359867,8.095663,12.431591,16.134855,7.6145196
385,0.0002591442840639502,0.0020703785121440887,1.1109252,0.9801865,2.3527718,3.390109,4.338244,0.46585026,2.6090436,1.6149504,7.413684,12.670678,17.002096,7.9147453
386,0.0002514292992418632,0.0021377485245466232,1.0805871,0.93460816,2.6185286,3.0704703,3.456437,0.48498705,2.7305076,1.7712884,8.056183,11.92547,16.165672,7.847702
387,0.00024816566961817445,0.0019551211347182593,1.0678203,0.9308319,2.482002,3.0843077,3.8576252,0.47757807,2.5342014,1.7635846,8.671434,12.023917,16.09897,7.5721145
388,0.0002699722349643707,0.00195497398575147,1.082395,0.8974387,2.7068932,3.6342669,3.843182,0.5902401,2.449344,1.2711128,7.6419015,13.147257,16.459234,8.205604
389,0.0002730633324244991,0.001954620083173116,1.1236418,0.9705567,2.4177396,3.1141827,6.2330656,0.5336384,2.5594745,1.7103236,7.3029904,12.737291,15.965657,7.671581
390,0.00030163815477862954,0.002091387907663981,1.1565561,0.9841711,2.6709204,3.9053977,6.3244033,0.6440483,2.583973,1.4006171,7.806729,11.6560755,15.479414,8.001408
391,0.0002584366733208299,0.0020352868984142938,1.0797995,0.90005136,2.4379752,3.6467805,5.1827006,0.53361565,2.6910315,1.8142897,7.780536,11.846772,15.822499,7.3217797
392,0.0002797308005392551,0.0019076056778430939,1.1090904,0.94211537,2.6246877,3.355326,6.2205343,0.5818015,2.6192105,1.477337,7.663161,10.894995,15.148648,6.768333
393,0.0002804602449759841,0.0019055716693401337,1.1340274,1.0087184,2.531693,3.6046655,5.2844615,0.54386127,2.5268497,1.4955119,7.038117,12.488183,15.704723,7.1488595
394,0.0003469794651027769,0.002114003524184227,1.2392633,1.0642244,2.8709207,3.802376,6.867128,0.74602056,2.6823995,1.6537824,7.9706964,12.3992605,16.056858,7.929319
395,0.00031620356952771544,0.001981897900501887,1.1663042,0.99877596,2.7302535,3.7972248,7.9007006,0.72161305,2.5915263,1.4202669,7.4821672,12.151095,16.023684,7.5628333
396,0.0002933143882546574,0.001969429353872935,1.1564983,0.98714894,2.7228467,3.90034,4.3442445,0.5833799,2.5512004,1.5688124,8.079278,12.003879,14.837465,7.7223883
397,0.00027107448549941183,0.0020486637949943542,1.0965002,0.940036,2.5856357,3.4558554,4.728783,0.56896967,2.5982618,1.633692,7.985714,12.098419,16.21431,7.627315
398,0.00030700402799993754,0.0021650337924559913,1.1578399,0.9895249,2.4954393,3.7633643,6.0448103,0.6570785,2.649023,1.5112885,9.283262,11.959307,16.650536,8.755626
399,0.00030797543469816445,0.002082850163181623,1.1806266,0.997992,2.7711318,3.844153,4.908438,0.6333838,2.6191628,1.4944167,8.184136,12.140377,16.581793,8.070975
400,0.0002849643398076296,0.002147869517405828,1.1398646,0.9709598,2.497343,3.462073,5.4373975,0.561694,2.7106893,1.5495815,8.094261,11.956153,16.189451,8.110756
401,0.00031898137473035604,0.002301135410865148,1.1703705,0.9795874,2.7498224,3.9711359,7.6137047,0.73225147,2.710762,1.3292639,8.849261,13.867466,15.301204,9.356853
402,0.0004358310205861926,0.0022101644426584244,1.4196221,1.2395421,3.110866,4.259399,5.8013697,0.85020167,2.7532268,1.6835784,9.034748,12.254479,15.0809765,8.14696
403,0.0004812881466932595,0.002253122627735138,1.448136,1.1768621,3.6125267,4.553458,5.7806897,1.0809461,2.7501109,1.6863067,8.173856,13.776386,16.913387,9.035982
404,0.0005101458076387644,0.0021973674496014914,1.4685217,1.2574104,3.2529924,5.762542,8.12098,1.1692039,2.6851048,1.5457368,8.262414,13.442667,15.384402,8.687468
405,0.0005227426963392645,0.0024621902654568353,1.467326,1.196976,3.3049915,5.349896,9.4052725,1.2849573,2.997301,1.8130496,9.95018,13.483637,13.914224,8.790243
406,0.0007270606909878552,0.005250639592607816,1.7338732,1.3918452,4.0219393,5.681839,12.099764,1.7737664,4.251735,2.6110406,14.653906,17.47774,24.000061,19.635256
407,0.0020043318555690347,0.0023154467344284058,2.5871134,1.8468437,6.9315796,12.750479,23.440248,6.5686655,2.7287035,1.7149682,9.285452,12.571086,16.976276,8.486409
408,0.0017798739788122476,0.0027623760203520456,2.565581,2.0246809,6.4003286,9.196972,28.289831,5.203787,3.2115886,2.019315,8.560055,11.840743,14.489481,8.288523
409,0.001093697950709611,0.0022454957167307534,1.9743053,1.6865561,4.389924,7.1611753,26.714092,3.3473685,2.726788,1.4653733,8.634401,13.817577,14.50795,8.220018
410,0.0007864182279445231,0.00209174615641435,1.6925321,1.3523391,3.9127703,6.1087613,20.279074,2.3326142,2.7445197,1.6507518,8.700939,11.387539,14.805572,7.810414
411,0.0006797201943118125,0.002138359472155571,1.5426439,1.2855747,3.563508,5.6639996,21.018978,2.1107209,2.7226138,1.5083071,7.6283393,11.873062,15.68638,7.500622
412,0.00037428524694405497,0.001992023860414823,1.2717801,1.0680786,2.717159,3.8229942,10.285469,0.8423186,2.672577,1.5116117,8.028,11.276197,13.4085,7.1986127
413,0.0003150109725538641,0.0021345168352127075,1.2255329,1.1016287,2.6111782,3.5899756,4.7764316,0.5700014,2.689114,1.8023367,9.137568,11.390853,14.696473,8.312062
414,0.00032038274919614194,0.00203012985487779,1.2049464,1.0319242,2.6799304,3.641041,5.5499434,0.64507043,2.555853,1.3761964,7.5311847,13.371166,16.72832,8.257334
415,0.00032970348373055457,0.0021035907169183097,1.2438053,1.0826361,2.877443,3.614931,3.926005,0.60600454,2.5841212,1.4866395,7.585199,12.766998,15.252443,7.610456
416,0.0002526715397834778,0.0019463182737429936,1.0629014,0.8899944,2.4509978,3.6711206,4.75934,0.5227285,2.5153296,1.3341286,7.567507,12.145263,15.431987,7.7285013
417,0.0002272164716850966,0.0020766997088988623,1.0149662,0.89831036,2.238188,2.9272556,5.8926864,0.4538288,2.6213992,1.4129158,7.4374375,12.706487,15.42291,7.899765
418,0.00020761321415193378,0.002054003377755483,0.98277605,0.8406988,2.2706568,3.0595236,3.88373,0.39317587,2.5577412,1.3796607,8.847741,11.802215,13.841866,7.9524174
419,0.00024000775534659623,0.002008054405450821,1.0451075,0.90460545,2.2848601,3.4856608,3.9887996,0.46944943,2.5539088,1.5342019,7.6120553,11.802919,14.730102,7.628471
420,0.00022726572467945516,0.0019441569844881694,1.0150678,0.88048947,2.2820034,3.3189678,4.805626,0.45761362,2.5278904,1.488692,7.8427052,10.745277,13.971582,7.3872213
421,0.00020388818753417582,0.0019342489540576935,0.9614816,0.80939215,2.336377,2.9479516,3.3757403,0.41668817,2.5406857,1.448884,7.014738,12.697221,15.052822,7.3549676
422,0.00018965933209983633,0.002048451453447342,0.93879503,0.8209145,2.046027,3.089297,3.583045,0.36867347,2.5804102,1.4890552,7.8597136,12.882268,15.997696,8.014429
423,0.0002057293860707432,0.0020032872756322226,0.96257687,0.80137444,2.2816987,3.2658815,4.041959,0.42425513,2.5053296,1.3689885,7.7562857,12.998282,15.346963,8.120325
424,0.0002464869851246476,0.001963352163632711,1.0334833,0.8609377,2.303792,3.2982657,7.659294,0.555198,2.485868,1.4010792,7.186047,12.74001,14.187479,7.4393573
425,0.0002046501520089805,0.0019056163728237152,0.9759058,0.85752165,2.1138306,3.075883,3.5555623,0.38841128,2.5786083,1.4307379,7.2547445,12.307664,14.149809,6.8130784
426,0.0002030952274799347,0.001925200844804446,0.9620882,0.7903101,2.3111093,2.9418821,3.6183364,0.40936735,2.570656,1.5464242,7.9740896,11.384672,13.092903,6.9966197
427,0.00020078134082723409,0.0020162792255481086,0.98546356,0.86479294,2.106539,2.6886,3.8854942,0.34852254,2.544723,1.2450368,7.610004,13.205848,15.594226,8.049279
428,0.00021048577938927336,0.001994878053665161,0.99461377,0.86139214,2.1613984,3.3225162,4.486549,0.39758012,2.527451,1.4653046,8.060581,12.486803,15.27307,7.611791
429,0.0001843207044294104,0.0019775107502937317,0.903298,0.76104736,2.1116273,2.989536,4.102457,0.39871877,2.5145793,1.3105173,7.516711,13.620586,16.013933,7.9883127
430,0.00017761856317520143,0.0018729368845621746,0.8948513,0.71545833,2.0416842,2.7609067,4.0209255,0.36692268,2.4664316,1.4017875,7.443255,12.585958,15.059987,7.2195463
431,0.00018531038251239806,0.001997819791237513,0.9185307,0.82281923,2.0597768,2.8523397,4.3972116,0.3728465,2.5111675,1.1267169,7.8565087,11.6011715,14.498582,7.6003485
432,0.0002140030838199891,0.0019657605638106665,0.95086455,0.7735434,2.3201866,3.351486,6.95776,0.5068007,2.490548,1.495189,7.351192,12.4245205,16.373148,7.873385
433,0.00020957482571247964,0.001960872362057368,0.9658757,0.7937689,2.197916,3.3729303,4.390793,0.4465729,2.509123,1.4091609,7.1957226,13.600645,15.701607,7.6808877
434,0.00018056339962640777,0.002025282010436058,0.91397244,0.7952466,1.9454527,2.728529,3.3909593,0.3543301,2.5448573,1.3638642,7.381192,13.329084,16.044037,7.966996
435,0.00020781868952326476,0.001899359126885732,0.94375324,0.79426175,2.3290782,3.2327209,4.488993,0.4782951,2.471317,1.3795353,8.034145,12.345779,15.484391,7.583337
436,0.00018936209962703288,0.0018779374659061432,0.9215674,0.76258856,2.1811821,2.9990563,4.4691396,0.39510286,2.4489956,1.5217248,7.2879443,12.999086,16.054918,7.532081
437,0.00018470978538971395,0.0019882190972566605,0.91650665,0.77581674,2.0899916,2.9464252,3.7964818,0.37428033,2.5677257,1.4249792,7.747088,13.016453,15.544081,7.7854333
438,0.00018048900878056884,0.0019104058543841045,0.9120657,0.78084487,2.0781372,2.6668794,4.17251,0.3482742,2.4783041,1.2822735,7.892093,11.60141,15.877329,7.661922
439,0.0002349399379454553,0.0020170348385969796,1.0194315,0.8315718,2.202816,3.3086367,6.7984653,0.50166184,2.5952296,1.5171084,7.5918617,12.642019,16.195,7.748979
440,0.00022672417107969523,0.0019173833231131236,1.0370097,0.9283058,2.1748927,3.133479,4.298605,0.41202644,2.481312,1.4945521,7.239066,12.982738,16.76609,7.564628
441,0.000445684939622879,0.0030407297114531198,1.3568859,1.0581391,3.3368745,5.4660597,6.4213805,1.0794295,3.127296,1.9509442,8.67287,12.848904,16.167732,9.245219
442,0.0006572112161666155,0.002514128883679708,1.6713535,1.3761504,4.2496586,5.432692,7.838719,1.4461066,2.9875875,2.1055555,7.111228,15.578356,18.1897,8.396059
443,0.0005130846123211086,0.0024029413859049478,1.5232749,1.2790126,3.4195218,5.472893,6.0781865,1.036956,2.8606784,1.7911122,8.583497,15.490713,17.323885,9.0848675
444,0.000409333270508796,0.002135222777724266,1.3588274,1.1843209,2.9043052,4.4742737,7.653604,0.8454951,2.6268497,1.5506563,7.7703457,14.212487,16.704287,8.043664
445,0.0002708468306809664,0.0021750529607137046,1.1030177,0.9102122,2.394609,3.638916,5.130187,0.5589344,2.7299616,1.7216243,8.271497,11.713706,15.636638,8.245864
446,0.0002440186543390155,0.002126562719543775,1.036636,0.8566084,2.3917985,3.1828182,5.377531,0.51961106,2.6027188,1.3689905,8.541546,11.658172,16.14747,8.834841
447,0.00019751410116441547,0.0021978399405876794,0.9554287,0.82139117,2.2635944,2.8933952,3.697717,0.38214204,2.7403142,1.4629658,7.952257,11.901996,14.860599,8.325574
448,0.00016964465379714966,0.0021403413265943527,0.8949545,0.7957386,2.0256267,2.4573646,3.2058897,0.31238705,2.5772738,1.4502066,8.771923,12.37106,15.803762,8.759981
449,0.00021818401757627725,0.001964651048183441,0.9809035,0.8481143,2.245313,3.3874102,4.7928495,0.45551217,2.5510485,1.4825635,8.098722,12.214399,15.346691,7.754707
450,0.00021201841067522765,0.002052903175354004,0.9770752,0.82921535,2.4522915,2.9507906,3.8016872,0.42659554,2.5370317,1.461148,6.899674,14.742871,17.249514,8.406982
451,0.00016988734831102192,0.002024328957001368,0.8879565,0.7803435,2.065247,2.7906315,3.3257246,0.32746318,2.5215857,1.2449404,7.6951284,12.694488,16.950022,8.1066675
452,0.00018406028975732626,0.0019829428444306054,0.897264,0.7687221,2.019242,3.1911535,4.783235,0.40125072,2.5889049,1.5098248,7.7237396,12.386566,16.157501,7.7117224
453,0.00021189530321862548,0.001999887948234876,0.9992548,0.89087343,2.3206136,2.8522034,3.7386358,0.39273095,2.5680242,1.487464,7.153431,13.840105,16.562193,7.8266945
454,0.00017823921953095124,0.002033313736319542,0.888125,0.7292733,2.1280642,2.9483285,4.033811,0.38508895,2.6280193,1.5949078,7.9600563,12.241481,15.791958,7.5793443
455,0.00017942799982847646,0.001956349859635035,0.91424763,0.7912999,2.0980325,2.8731296,3.2192967,0.3470801,2.527604,1.6284792,7.134257,12.750079,16.211117,7.5580115
456,0.0001772314659319818,0.0019671649982531867,0.9081522,0.80939215,2.0160675,2.6627274,2.9549906,0.33779275,2.5506063,1.5426717,7.5251412,12.314296,16.322454,7.6764164
457,0.0002166234073229134,0.001965682953596115,0.96553725,0.78981483,2.2489152,3.3436327,4.2424707,0.4881268,2.536046,1.2964358,7.0105424,12.274351,15.437389,7.1951156
458,0.00018265230173710733,0.001897334431608518,0.9260069,0.8225814,2.0188715,2.5867,3.2195396,0.34421694,2.5232577,1.3322692,7.183039,12.086437,15.584618,7.1596656
459,0.00020309395506046713,0.0020970292389392853,0.9398089,0.7722776,2.2420306,2.970455,4.4430747,0.45425054,2.686603,1.7745373,7.415108,12.993407,15.334829,7.4259634
460,0.00020481528015807272,0.0018356492122014363,0.95514625,0.78134584,2.248946,3.0205607,4.0218997,0.4295081,2.4547858,1.2818995,7.3039436,12.365911,15.005885,7.323697
461,0.00018709834956098347,0.002121871958176295,0.9224541,0.78134584,2.1065695,3.0850594,3.6046197,0.37605137,2.7007778,1.6223152,8.020527,11.908835,14.822667,7.9141607
462,0.00024198113736929373,0.0020105664928754172,1.0025734,0.7883269,2.3181553,3.807394,5.3466506,0.5918733,2.5693245,1.3750069,7.5048265,13.59144,15.494111,7.9972725
463,0.0006964053818956017,0.0025550232579310737,1.3225697,0.9489448,3.3661816,6.651419,24.92294,2.8356183,3.095943,1.9698008,10.048227,12.804786,13.857986,7.942617
464,0.0012746119033545257,0.004434522862235705,2.090296,1.6018109,5.1491556,8.8388195,25.498613,3.9893365,3.6840115,2.295465,12.430538,14.049054,14.369109,12.704373
465,0.0010995937045663595,0.0021756396939357123,2.0317192,1.618583,5.003978,10.046685,14.468118,3.0232985,2.9361637,1.9902272,7.6338053,11.1109915,14.338252,6.5393333
466,0.0009812866849824786,0.0025169923901557922,1.9348494,1.5594689,4.991135,7.0359807,15.603484,2.724382,2.970848,1.8033023,9.716809,13.511279,15.12113,8.741047
467,0.0006524517899379134,0.003062063828110695,1.6540709,1.368021,4.0396814,5.8412027,10.41108,1.5322721,3.3163195,1.969629,10.768848,14.200201,15.293697,10.827662
468,0.0004928788542747498,0.002565944567322731,1.4479833,1.1951764,3.434302,5.2617016,6.865642,1.13049,2.8203826,1.4375525,9.181242,14.282808,14.296947,9.864077
469,0.0003615310334134847,0.0023951480786005654,1.255534,1.0486653,3.029516,4.523032,6.0496726,0.8016482,2.7910404,1.4316735,8.96388,13.430083,16.28948,9.740051
470,0.00030213482154067606,0.0021638584633668265,1.1600448,0.99031556,2.569057,3.4616623,6.5102377,0.64172524,2.7339735,1.7447884,7.263512,12.260248,14.482217,7.8717027
471,0.0002695689751999453,0.0023053952803214393,1.0966043,0.8974387,2.6528552,3.821681,4.8204827,0.5709526,2.8284647,1.5646975,7.8589296,13.373525,15.202046,8.711064
472,0.0002379009476862848,0.0020887876550356546,1.0162143,0.8325125,2.4820547,3.0917127,7.0120163,0.5288102,2.6261578,1.2876089,8.099029,12.787507,13.220316,8.249357
473,0.0002593170909676701,0.002114415168762207,1.0728257,0.9102122,2.413339,3.4454002,6.9599023,0.5515526,2.6558526,1.6621997,8.015806,12.57432,14.1697855,7.952139
